"lat","long","tract"
39.9281760016714,-75.1535910467348,421010027013008
40.0167721027663,-75.0780579395766,421010300003005
39.9923279963419,-75.1798665097727,421010169023018
40.0616376025853,-75.1609817594737,421010264004003
40.0086263781952,-75.1009323018987,421010190001003
40.0028754328687,-75.1711252644174,421010171002002
39.9128835250537,-75.2389889084077,421010060003005
40.0175121093245,-75.0563649093717,421010321002004
39.9275767708632,-75.1541739751961,421010027013011
40.0442350020637,-75.0766048649029,421010311011000
39.9584519626152,-75.2399990927768,421010083022018
40.021533576271,-75.0702475194906,421010300001002
40.0459921251077,-75.1609891374733,421010247004003
39.9955728545315,-75.1538169829524,421010174002010
40.1078656552568,-74.9808742935669,421010364001028
39.9597841450412,-75.2406386379108,421010083022010
39.9320650382442,-75.1640553591189,421010029003018
40.0035233255224,-75.1577018842955,421010173002000
39.9756527400658,-75.230150452852,421010112001000
40.0609475238502,-75.1492742141742,421010266006005
39.9966983633608,-75.1675534609796,421010172012000
39.9734443598589,-75.2303822935569,421010112002001
40.0286569051171,-75.1501436126876,421010281002009
40.0380094961889,-75.1605398049714,421010245003002
40.0402270452816,-75.151597612443,421010279021006
39.9844498416679,-75.1337211232557,421010162001002
39.9847941930488,-75.1336471649297,421010162001002
39.9890244536158,-75.1356156979326,421010163002013
40.0086653948998,-75.0842270718516,421010294002000
39.9666083421178,-75.2026184061659,421010108002003
39.9409379706367,-75.2180764510844,421010074004008
39.9954884307373,-75.1781258073327,421010169013004
40.0380054590279,-75.1627980434167,421010247003000
39.9551441882145,-75.2437075991217,421010083024002
39.9957121023743,-75.1871439864317,421010169024007
39.9842648341406,-75.1581263863772,421010153001002
40.0356727802782,-75.1676316414094,421010246001005
39.9976701063522,-75.1138899054215,421010177012004
39.9992378891501,-75.1161465740961,421010192003004
40.0063538377197,-75.1014709618758,421010190001008
39.9792948665831,-75.239325225644,421010114002006
39.967802665316,-75.247280830012,421010100001000
39.9647685196331,-75.2471749005257,421010096004007
40.0314839122426,-75.0915264509254,421010390007004
39.9627844243824,-75.2331795028354,421010094004014
39.9339305796853,-75.1690893891442,421010030021001
39.9916783146147,-75.1519842544991,421010165002003
39.9245746264795,-75.1482176395918,421010027022007
39.9308776182648,-75.1505269841898,421010027021013
39.9253299694851,-75.1539173456448,421010027012010
40.0153211151753,-75.1711024910131,421010205002017
39.9283801683806,-75.1552098754337,421010027013006
39.921791333568,-75.1542201294567,421010042012004
39.9218111048932,-75.1543656141462,421010042012004
39.9218148975716,-75.1544118380072,421010042012004
39.9218215148427,-75.1544615208436,421010042012004
39.9218412051965,-75.154603441925,421010042012004
39.9218846198101,-75.1549441995083,421010042012004
39.9219605554134,-75.1553871541545,421010041011014
39.9183399612337,-75.1571659951327,421010041021016
39.9251422827243,-75.158854099355,421010041014000
39.9166831186297,-75.1588305673711,421010041022004
39.9283938320583,-75.1573924584964,421010028011007
39.9265669154666,-75.1683202745355,421010029001020
39.9300988318982,-75.1664988153432,421010029002009
39.935785111283,-75.2267590060883,421010071011006
39.9295051961797,-75.2420668315603,421010064002001
39.9322041592719,-75.2323891228086,421010065002009
39.9118762220414,-75.2425281192703,421010060004015
40.0228100833004,-75.044223327481,421010325004009
40.0265471567016,-75.1224851646732,421010290003019
40.0285528451906,-75.1290130013383,421010286006006
39.9578905176311,-75.2401946965782,421010083022019
40.0061740968243,-75.1466833446784,421010199003005
40.011354970117,-75.1483168657845,421010203001001
40.0123154819912,-75.143079826102,421010198002002
40.0147160220493,-75.1406731661662,421010197005001
39.9653770002142,-75.235189172166,421010094004002
39.9654028942532,-75.2274862695452,421010093005003
39.9691313104736,-75.223821427994,421010103001007
39.9562911625213,-75.2454245728786,421010083013000
39.9529226152055,-75.2394432911022,421010083021008
39.980542423249,-75.1613599725189,421010147002003
40.0212899308375,-75.1452355898932,421010283004017
40.0316680328716,-75.1406287396058,421010282002011
40.0315495710174,-75.1328878796098,421010285001002
39.9553251062763,-75.2464593562921,421010083013006
39.9341782770091,-75.2160344352946,421010069003000
39.9382714081135,-75.2259282024235,421010071012002
39.9852289182532,-75.2302771029104,421010119001006
39.9656978811701,-75.2364228850607,421010095002000
39.9991915343535,-75.1546249043092,421010201012007
40.1302667285679,-75.0228695880832,421010365012013
40.0384320851532,-75.1723679594382,421010246003006
40.0553459692403,-75.1590382482283,421010249001000
40.0531658649561,-75.1584496456432,421010249001007
39.9556414305375,-75.2228099362081,421010085002004
39.9572652460279,-75.2299616728238,421010085006005
39.9553155096191,-75.2300910839834,421010085005008
39.9545828741047,-75.2293688804285,421010085004001
40.0444159896321,-75.122297058239,421010274025000
40.0002997283645,-75.1634491829254,421010173002014
39.9499815530693,-75.2435947235358,421010082007005
39.9679325302515,-75.2372646084889,421010095001003
39.9900792986759,-75.1174836709911,421010178004002
39.9341990694629,-75.1691826495734,421010030021001
40.0099338620431,-75.1425712747865,421010198002005
39.9435559558612,-75.2441242808304,421010065005003
40.0118766587503,-75.0814222407407,421010294001006
40.0118157960349,-75.0814032034335,421010294001006
39.9493682142854,-75.1432504063134,421010001001017
39.9754564131338,-75.1819006250334,421010137002010
39.9758020229712,-75.1817590514436,421010137002010
39.9999555738219,-75.1574452962368,421010201013010
39.9999781655289,-75.1575944123787,421010201013010
39.9957048752137,-75.1267673121384,421010176021017
39.9360843648727,-75.1491826409332,421010025001007
40.0083924209298,-75.1553874293807,421010201022003
39.9395659382044,-75.2352274022699,421010065006010
40.0427828694591,-75.1886034343976,421010237001005
40.0427129593814,-75.1886703897454,421010237001005
40.0425679695925,-75.1888187876537,421010237001005
39.9922138087953,-75.1824951392332,421010169023020
39.973530973393,-75.1780862291949,421010138002027
39.9663442619218,-75.2032172105972,421010107002013
39.9363246315875,-75.1494838264878,421010025001007
39.9503499089976,-75.2348282925815,421010081024010
39.9515890285677,-75.1423623160758,421010001001001
39.991872453494,-75.1602103962069,421010167011006
39.9639188372284,-75.2296863097416,421010094002005
39.9887781888523,-75.1613423721255,421010167013001
39.9657204490473,-75.2306901820569,421010102002010
39.992132373741,-75.1606539378303,421010167011005
39.9659691454283,-75.2302598112546,421010102002010
39.9673851969388,-75.2307141027822,421010102002002
39.9674036148053,-75.2309275672603,421010102002002
39.9687487190132,-75.2311525149561,421010102003011
39.9692461502752,-75.2316694534677,421010102003010
39.9702612113602,-75.231246340658,421010102003005
39.9705951933881,-75.2313231891738,421010102003004
39.9721998157124,-75.2311102082489,421010112002003
39.9721928362852,-75.2311675770827,421010112002003
39.9688245846168,-75.2286048616459,421010102003009
39.9394112178464,-75.1630729829343,421010024005001
39.9720436864239,-75.2049916786442,421010110001003
39.9672114283904,-75.2095056533921,421010106001002
39.9706245478649,-75.2301585107734,421010102003003
39.9924899202717,-75.1634788704767,421010168006009
39.9761755110148,-75.2301953114426,421010112001000
39.9917975484326,-75.1319705477613,421010176013015
39.9758952890958,-75.2309410387397,421010112001001
39.9780002018827,-75.2323765169501,421010113002005
39.9703799240947,-75.2087304013659,421010107003003
39.9564655674103,-75.2429736971206,421010083023006
39.9641643487084,-75.2367472960627,421010095002003
39.9773878018829,-75.2342554326682,421010113003003
39.9645065709353,-75.2344433584492,421010094004005
39.9656212831789,-75.2364364262812,421010095002000
40.0247479142788,-75.1239087062875,421010288003007
40.0022803002681,-75.1253562321528,421010195022011
39.9255874760381,-75.1555875767267,421010027012008
39.9318166319984,-75.1551250557436,421010028013004
39.9273158560394,-75.1576939742081,421010028012002
39.9311150790783,-75.1647978269291,421010029003024
39.9364415622837,-75.1607208227048,421010024003016
39.9613906747109,-75.2440303252386,421010083011009
39.960854566437,-75.2423692106841,421010083022008
39.9612512045705,-75.2455664788924,421010083011008
39.9593767188282,-75.2404681140977,421010083022013
39.9574081071506,-75.2440059251768,421010083012009
39.9619303978464,-75.2449775676596,421010083011003
39.960754731499,-75.2453421047297,421010083011007
39.9552101212462,-75.2413214281537,421010083024001
39.9538179232231,-75.2456013810821,421010083013011
39.9520735531729,-75.2420581180745,421010082001001
39.9512850305303,-75.2405350260168,421010082001002
39.950849491212,-75.2393307712826,421010082001004
39.9518614242197,-75.2480642476112,421010082005005
