"Census.Tract","Tax.Period","totalOwedByTract"
161,2014,8666.1
161,2015,17848.23
162,2000,1474.43
162,2001,2948.32
162,2002,2925.87
162,2003,3006.04
162,2004,2748.18
162,2005,2223.67
162,2006,2811.99
162,2007,3286.06
162,2008,3100.84
162,2009,3165.45
162,2010,4232.06
162,2011,4071.18
162,2012,5088.31
162,2013,5017.33
162,2014,14305.06
162,2015,22928.61
163,2000,1395.81
163,2001,3424.23
163,2002,3330.32
163,2003,3357.92
163,2004,3540.38
163,2005,3398.6
163,2006,3943.31
163,2007,5532.1
163,2008,6491.69
163,2009,6258.03
163,2010,9456.13
163,2011,8463.78
163,2012,7842.82
163,2013,6907.45
163,2014,19997.71
163,2015,34182.56
164,2000,3907.05
164,2001,3341.64
164,2002,3371.35
164,2003,3385.84
164,2004,3102.39
164,2005,3199.71
164,2006,3249.27
164,2007,3722.69
164,2008,6936.22
164,2009,7829.74
164,2010,8796.3
164,2011,8386.28
164,2012,9706.26
164,2013,9539.26
164,2014,23779.66
164,2015,31355.18
165,2000,4025.77
165,2001,5648.48
165,2002,4798.22
165,2003,6512.25
165,2004,6181.79
165,2005,6518.23
165,2006,6225.46
165,2007,7790.29
165,2008,8033.47
165,2009,9130.43
165,2010,10232.19
165,2011,9866.95
165,2012,7741.66
165,2013,8342
165,2014,31366.99
165,2015,42448.67
166,2000,3501.22
166,2001,2162.75
166,2002,2250.39
166,2003,2231.03
166,2004,1896.46
166,2005,1820.56
166,2006,1744.59
166,2007,1758.87
166,2008,1588.56
166,2009,2460.21
166,2010,1597.38
166,2011,1971.37
166,2012,2612.8
166,2013,2277.31
166,2014,11365.99
166,2015,12574.92
167,2000,19544.06
167,2001,18387.24
167,2002,17787.31
167,2003,20234.74
167,2004,18644.69
167,2005,19364.29
167,2006,16658.73
167,2007,21157.61
167,2008,22857.2
167,2009,24556.18
167,2010,27352.4
167,2011,26435.01
167,2012,32033.46
167,2013,38838.01
167,2014,64545.77
167,2015,61428.03
168,2000,11043.68
168,2001,13012.99
168,2002,11614.03
168,2003,13501.97
168,2004,12509.14
168,2005,11514.44
168,2006,10862.35
168,2007,12129.94
168,2008,11773.99
168,2009,15312.55
168,2010,14405.1
168,2011,20624.9
168,2012,20968.67
168,2013,24358.68
168,2014,27442.24
168,2015,30382.74
169,2000,33409.88
169,2001,36390.03
169,2002,32371.61
169,2003,35164.11
169,2004,34797.1
169,2005,31972.65
169,2006,32693.69
169,2007,36498.31
169,2008,41344.36
169,2009,43771.42
169,2010,47001.05
169,2011,49955.86
169,2012,51412.39
169,2013,62861.25
169,2014,97467.7
169,2015,130250.98
170,2002,1528.43
170,2003,2065.06
170,2004,1126.27
170,2005,1079.85
170,2007,987.01
170,2008,1608.94
170,2009,2399.26
170,2010,2135.23
170,2011,2118.4
170,2012,2162.38
170,2013,2250.25
170,2014,11486.97
170,2015,11669.07
171,2000,3451.88
171,2001,4639.73
171,2002,8734.14
171,2003,10492.52
171,2004,4645.96
171,2005,5799.77
171,2006,6320.49
171,2007,7288.79
171,2008,7805.23
171,2009,7675.72
171,2010,7905.07
171,2011,9784.72
171,2012,10747.72
171,2013,13883.69
171,2014,24872.99
171,2015,35047.12
172,2000,17292.4
172,2001,19523.94
172,2002,23529.03
172,2003,23734.17
172,2004,20973.31
172,2005,23840.75
172,2006,20876.86
172,2007,21961
172,2008,25496.79
172,2009,25091.6
172,2010,29031.6
172,2011,31921.54
172,2012,32630.09
172,2013,41071.59
172,2014,51734.03
172,2015,69665.65
173,2000,9362.44
173,2001,11683.06
173,2002,13305.7
173,2003,14967.17
173,2004,14883.77
173,2005,15371.38
173,2006,14952.15
173,2007,13753.55
173,2008,13892.83
173,2009,16628
173,2010,16681.4
173,2011,18280.53
173,2012,20406.78
173,2013,22272.71
173,2014,22992.93
173,2015,29447.12
174,2000,6874.3
174,2001,7939.81
174,2002,7258.72
174,2003,8105.05
174,2004,7907.92
174,2005,8475.1
174,2006,6849.3
174,2007,11308.94
174,2008,9046.21
174,2009,9120.5
174,2010,9030.82
174,2011,9302.74
174,2012,11999.44
174,2013,14184
174,2014,44738.57
174,2015,48325.2
175,2000,5940.58
175,2001,7521.37
175,2002,9469.72
175,2003,8904.3
175,2004,7982.97
175,2005,8590.62
175,2006,9353.08
175,2007,11536.19
175,2008,10627.43
175,2009,10867.54
175,2010,14367.72
175,2011,12791.69
175,2012,14170.88
175,2013,14745.56
175,2014,50722.21
175,2015,79900.08
176,2000,16759.77
176,2001,15672.54
176,2002,15019.28
176,2003,13804.97
176,2004,13154.15
176,2005,12793.33
176,2006,13380.63
176,2007,14154.69
176,2008,14431.94
176,2009,14066.5
176,2010,15530.63
176,2011,16100.36
176,2012,25035.69
176,2013,24497.25
176,2014,78760.09
176,2015,110806.56
177,2000,15196.33
177,2001,17430.61
177,2002,17074.51
177,2003,15463.42
177,2004,13937.77
177,2005,16714.82
177,2006,21839.36
177,2007,22047.59
177,2008,29716.53
177,2009,29340.87
177,2010,31960.63
177,2011,36596.22
177,2012,39179.39
177,2013,36504.08
177,2014,65005.82
177,2015,97780.28
178,2000,7511.51
178,2001,6975.36
178,2002,6484.82
178,2003,7239.51
178,2004,7302.81
178,2005,10078.54
178,2006,8742.62
178,2007,10930.67
178,2008,9525.73
178,2009,12484.78
178,2010,16670.04
178,2011,23642.54
178,2012,25757.7
178,2013,29358.39
178,2014,46238.68
178,2015,56723.43
179,2000,15915.94
179,2001,13592.45
179,2002,11863.02
179,2003,11890.91
179,2004,10143.79
179,2005,9695.52
179,2006,9445.15
179,2007,10788.14
179,2008,12704
179,2009,11762.32
179,2010,12418.76
179,2011,14979.68
179,2012,16214.1
179,2013,16330.28
179,2014,38790.36
179,2015,38995.73
180,2013,694.99
180,2014,1634.37
180,2015,2158.22
184,2014,1749.85
184,2015,2475.23
188,2000,1505.36
188,2001,1521.36
188,2002,1629.16
188,2003,2823.87
188,2004,1553.61
188,2005,2395.12
188,2006,2606.22
188,2007,2489.73
188,2008,6789.65
188,2009,6970.5
188,2010,8952.06
188,2011,11458.71
188,2012,13835.31
188,2013,18089.1
188,2014,35510.11
188,2015,47237.68
190,2005,158.97
190,2006,784.85
190,2007,2104.26
190,2008,2113.65
190,2009,2091.39
190,2010,3144.69
190,2011,4016.87
190,2012,4651.47
190,2013,6945.89
190,2014,10952.58
190,2015,13501.67
191,2000,639.51
191,2001,601.04
191,2002,562.59
191,2003,524.17
191,2004,485.76
191,2005,447.42
191,2006,409.1
191,2007,371.02
191,2008,342.12
191,2009,858.24
191,2010,4183.23
191,2011,3436.05
191,2012,4134.96
191,2013,4890.66
191,2014,7782.42
191,2015,13578.67
192,2000,8657.62
192,2001,8320.5
192,2002,10322.04
192,2003,10271.97
192,2004,13731.49
192,2005,14341.25
192,2006,14353.85
192,2007,16829.33
192,2008,26722.92
192,2009,25918.32
192,2010,25830.52
192,2011,28137.41
192,2012,27304.63
192,2013,29409.54
192,2014,52960.5
192,2015,74573.84
193,2010,742.16
193,2011,1709.09
193,2012,1669.83
193,2013,1621.03
193,2014,1303.57
193,2015,1215.8
195,2000,6183.79
195,2001,8711.5
195,2002,9986.24
195,2003,7803.39
195,2004,7710.53
195,2005,8643.31
195,2006,8223.85
195,2007,9731.31
195,2008,10811.4
195,2009,10762.97
195,2010,13933.75
195,2011,15065.01
195,2012,23446.57
195,2013,21565.41
195,2014,61151.08
195,2015,64555.99
196,2008,59.23
196,2009,59.81
196,2010,60.57
196,2011,1296.22
196,2012,1205.97
196,2013,1135.29
196,2014,3318.13
196,2015,5386.37
197,2000,1423.15
197,2001,1436.11
197,2002,1415.24
197,2003,1173.83
197,2004,2434.99
197,2005,3829.06
197,2006,5043.85
197,2007,5434.87
197,2008,6484.72
197,2009,7691.13
197,2010,7728.95
197,2011,9669.67
197,2012,9982.56
197,2013,12361.36
197,2014,23596.33
197,2015,40913.62
198,2000,3435.29
198,2001,2895.98
198,2002,5256.79
198,2003,10527.63
198,2004,12053.96
198,2005,11180.62
198,2006,11243.61
198,2007,11313
198,2008,11860.83
198,2009,10916.53
198,2010,15384.31
198,2011,14602.26
198,2012,19384.76
198,2013,22878.81
198,2014,51285.82
198,2015,62442.06
199,2000,7665.72
199,2001,10181.91
199,2002,11012.14
199,2003,7439.32
199,2004,6827.01
199,2005,6563.24
199,2006,6506.97
199,2007,6377.69
199,2008,6603.43
199,2009,5770.44
199,2010,8183.51
199,2011,9051.08
199,2012,11540.46
199,2013,11692.51
199,2014,32770.59
199,2015,33561.25
200,2000,1756.91
200,2001,1412.9
200,2002,1392.12
200,2003,1301.81
200,2004,1293.86
200,2005,1638.23
200,2006,2156.27
200,2007,2890.58
200,2008,5909.68
200,2009,4965.85
200,2010,3620.59
200,2011,4389.12
200,2012,5087.3
200,2013,6355.67
200,2014,13631.46
200,2015,17498.54
201,2000,10386.42
201,2001,10441.8
201,2002,12670.88
201,2003,12968.33
201,2004,14985.12
201,2005,15801.52
201,2006,17146.75
201,2007,21379.99
201,2008,19707.42
201,2009,20236.3
201,2010,23608.52
201,2011,29826.33
201,2012,32552.33
201,2013,34424.25
201,2014,57003.92
201,2015,72407.56
202,2000,19687.2
202,2001,19184.66
202,2002,19141.02
202,2003,17976.48
202,2004,17533.19
202,2005,17564.41
202,2006,11754.89
202,2007,24893.81
202,2008,23323.53
202,2009,23305.42
202,2010,35362.52
202,2011,49843.83
202,2012,52245.74
202,2013,55542.58
202,2014,68175.99
202,2015,78402.56
203,2000,10600.88
203,2001,10528.14
203,2002,11602.04
203,2003,10215.15
203,2004,11040.87
203,2005,12525.39
203,2006,12874.61
203,2007,12954.76
203,2008,12535.14
203,2009,12199.81
203,2010,13317.76
203,2011,14364.6
203,2012,16902.83
203,2013,17357.92
203,2014,41946.12
203,2015,53033.51
204,2000,9340.1
204,2001,13684.21
204,2002,11833.35
204,2003,9159.88
204,2004,9199.2
204,2005,11259.3
204,2006,11979.09
204,2007,11013.67
204,2008,10861.36
204,2009,10007.95
204,2010,9464.07
204,2011,12482.46
204,2012,12725.28
204,2013,14558.32
204,2014,20599.18
204,2015,29178.95
205,2000,2372.1
205,2001,2291.02
205,2002,2276.61
205,2003,3782.6
205,2004,3547.58
205,2005,4583.51
205,2006,4742.22
205,2007,4789.04
205,2008,5281.18
205,2009,5444.21
205,2010,6232.23
205,2011,19845.55
205,2012,27640.91
205,2013,27500.56
205,2014,22665.03
205,2015,29944.46
207,2008,49
207,2009,361.2
207,2010,1200.84
207,2011,370.16
207,2012,891.88
207,2013,1490.85
207,2014,5598.7
207,2015,11011.61
209,2014,804.97
209,2015,4379.46
210,2005,665
210,2011,1350.89
210,2012,3876.27
210,2013,3716.56
210,2014,4590.92
210,2015,8098.68
211,2015,7044.18
213,2011,291.45
213,2013,257.26
213,2014,1484.31
213,2015,4768.95
214,2000,149.31
214,2001,144.79
214,2002,140.27
214,2003,135.75
214,2004,131.23
214,2005,126.71
214,2006,122.18
214,2007,218.45
214,2008,209.08
214,2009,199.73
214,2010,190.36
214,2011,196.58
214,2012,192.56
214,2013,1267.95
214,2014,5569.11
214,2015,5688.17
215,2013,237.69
215,2015,10278.52
216,2015,2711.21
217,2012,29.81
218,2015,3460.81
235,2014,157.72
235,2015,640.1
237,2006,2038.6
237,2007,1953.32
237,2008,2309.34
237,2009,1696.19
237,2010,2297.3
237,2011,1790.92
237,2012,1734.03
237,2013,1666.01
237,2014,3927.87
237,2015,9446.74
238,2000,364.84
238,2001,352.57
238,2002,340.3
238,2003,328.03
238,2004,315.76
238,2005,303.48
238,2006,291.21
238,2007,278.94
238,2008,266.67
238,2009,254.4
238,2010,1081.23
238,2011,2028.36
238,2012,861.94
238,2013,1959.81
238,2014,8943.55
238,2015,16780.33
239,2010,611.21
239,2011,567.54
239,2012,418.68
239,2013,239.03
239,2014,640.89
239,2015,3196.25
240,2006,184.21
240,2007,579.99
240,2008,179.9
240,2009,814.97
240,2010,1321.95
240,2011,819.25
240,2012,1324.38
240,2013,1337.68
240,2014,8221.07
240,2015,10885.38
242,2000,6565.48
242,2001,6884.49
242,2002,6326.48
242,2003,5414.92
242,2004,5305.61
242,2005,5849.68
242,2006,8566.38
242,2007,12133.25
242,2008,12721.3
242,2009,12868.39
242,2010,12227.98
242,2011,13672.91
242,2012,11935.17
242,2013,16052.66
242,2014,25135.79
242,2015,44729.66
243,2000,388.45
243,2001,376.17
243,2002,363.9
243,2003,351.63
243,2004,339.36
243,2005,327.08
243,2006,314.82
243,2007,3229.06
243,2008,4499.84
243,2009,326.6
243,2010,311.74
243,2011,321.59
243,2012,575
243,2013,1928.95
243,2014,3132.66
243,2015,24401.05
244,2000,11914.48
244,2001,10607.01
244,2002,9514.79
244,2003,10156.67
244,2004,7495.67
244,2005,9570.69
244,2006,7270.58
244,2007,6952.56
244,2008,9056.94
244,2009,8793.34
244,2010,8899.7
244,2011,10112.13
244,2012,12334.13
244,2013,16467.47
244,2014,24495.84
244,2015,26070.75
245,2000,12557.41
245,2001,14579.3
245,2002,12865.98
245,2003,12749.86
245,2004,12617.9
245,2005,13164.25
245,2006,14059.1
245,2007,13875.01
245,2008,15366.64
245,2009,27616.08
245,2010,27598.54
245,2011,28724.56
245,2012,29851.51
245,2013,37808.29
245,2014,57733.17
245,2015,65073.36
246,2000,1782.49
246,2001,2235.12
246,2002,2204.41
246,2003,2121.72
246,2004,1015.95
246,2005,975.26
246,2006,1944.13
246,2007,1898.51
246,2008,3847.41
246,2009,2840.64
246,2010,4002.72
246,2011,4217.34
246,2012,5515.48
246,2013,9518.67
246,2014,23261.04
246,2015,32500.47
247,2000,12288.57
247,2001,11890.56
247,2002,12997.63
247,2003,13186.62
247,2004,14032.56
247,2005,17100.89
247,2006,16664.95
247,2007,21290.46
247,2008,16188.22
247,2009,16008.44
247,2010,15028.99
247,2011,17257.42
247,2012,17118.42
247,2013,18547.39
247,2014,37146.25
247,2015,51423.75
248,2000,899.46
248,2001,870.41
248,2002,841.38
248,2003,812.33
248,2004,783.3
248,2005,754.24
248,2006,975.18
248,2007,1000.34
248,2008,4618.84
248,2009,877.77
248,2010,746.98
248,2011,4277.09
248,2012,5301.28
248,2013,5134.61
248,2014,7227.55
248,2015,7242.53
249,2000,2662.14
249,2001,2814.78
249,2002,3710.98
249,2003,3642.59
249,2004,3558.86
249,2005,3372.73
249,2006,4640.25
249,2007,5134.01
249,2008,5097.23
249,2009,4038.78
249,2010,5205.3
249,2011,5902.49
249,2012,6809.45
249,2013,11000.12
249,2014,16190.47
249,2015,25942.78
252,2000,3819
252,2001,3683.36
252,2002,3739.33
252,2003,4133.02
252,2004,4352.76
252,2005,4745.92
252,2006,2553.93
252,2007,2372.37
252,2008,3910.44
252,2009,5528.13
252,2010,4198.41
252,2011,4151.38
252,2012,10424.93
252,2013,15675.15
252,2014,21799.52
252,2015,25147.58
253,2007,557.93
253,2009,2391.21
253,2010,2955.41
253,2011,3064.73
253,2012,3313.95
253,2013,2964.51
253,2014,13827.73
253,2015,18932.6
254,2000,2328.39
254,2001,2245.41
254,2002,2162.43
254,2003,2079.46
254,2004,1996.49
254,2005,1913.51
254,2006,1830.54
254,2007,1702.59
254,2009,1581.6
254,2010,1498.63
254,2011,1415.65
254,2012,1332.67
254,2013,1249.7
254,2014,1237.42
254,2015,3051.03
255,2014,81673.45
255,2015,34719.89
258,2010,320
258,2013,3142.49
258,2014,4191.65
258,2015,6426.36
259,2000,4572.77
259,2001,3909.69
259,2002,3764.63
259,2003,3619.57
259,2004,3474.51
259,2005,3329.45
259,2006,3184.38
259,2007,4394.57
259,2008,4043.49
259,2009,3988.4
259,2010,3637.32
259,2011,3772.06
259,2012,3684.8
259,2013,3576.36
259,2014,3653.01
259,2015,11265.36
260,2010,707.34
260,2013,380.95
260,2014,936.13
260,2015,4284.69
261,2008,1161.86
261,2009,1116.87
261,2010,1058.73
261,2011,1097.28
261,2012,1072.31
261,2013,1041.27
261,2014,1448.87
261,2015,1351.34
262,2009,459.33
262,2011,589.72
262,2012,2618.44
262,2013,2691.67
262,2014,6711.42
262,2015,6073.76
263,2000,652.22
263,2001,1356.61
263,2002,2043.8
263,2003,4007.23
263,2004,4269.69
263,2005,7299.1
263,2006,7404.34
263,2007,7005.41
263,2008,6884.46
263,2009,9497.32
263,2010,9013.52
263,2011,9721.67
263,2012,9785.87
263,2013,24754.18
263,2014,25189.95
263,2015,24345.96
264,2000,5758.56
264,2001,6269.36
264,2002,6328.82
264,2003,4952.71
264,2004,6310.81
264,2005,7259.48
264,2006,5907.39
264,2007,6699.14
264,2008,5477.03
264,2009,5281.52
264,2010,7721.91
264,2011,10511.28
264,2012,11138.98
264,2013,10720.47
264,2014,14253.32
264,2015,12119.76
265,2000,1431.48
265,2001,1636.37
265,2002,1781.1
265,2003,2233.48
265,2004,2199.59
265,2005,2953.7
265,2006,3920.53
265,2007,4457.32
265,2008,6226.9
265,2009,6261.44
265,2010,6007.28
265,2011,6760.63
265,2012,6385.24
265,2013,10293.62
265,2014,13649.31
265,2015,16400.61
266,2000,2239.63
266,2001,2362.09
266,2002,2454.44
266,2003,3579.28
266,2004,5987.1
266,2005,6994.49
266,2006,5556.88
266,2007,5238.24
266,2008,7158.33
266,2009,7283.45
266,2010,7009.52
266,2011,8197.19
266,2012,9539.87
266,2013,9260.03
266,2014,8508.76
266,2015,9826.9
267,2000,5852.28
267,2001,6678.35
267,2002,6860.98
267,2003,7219.21
267,2004,6925.8
267,2005,4304.4
267,2006,6508
267,2007,5320.58
267,2008,4438.23
267,2009,6807.93
267,2010,8466.24
267,2011,9538.88
267,2012,10355.99
267,2013,9379.08
267,2014,10936.58
267,2015,14451.95
268,2000,1816.97
268,2001,1685.82
268,2002,5500.69
268,2003,5309.43
268,2004,5174.1
268,2005,4890.81
268,2006,4681.56
268,2007,4494.81
268,2008,4286.1
268,2009,4075.76
268,2010,3868.04
268,2011,6813.8
268,2012,6619.32
268,2013,6835.38
268,2014,9084.1
268,2015,11403.71
270,2006,477.01
270,2010,207.15
270,2011,2557.76
270,2012,4585.01
270,2013,4449.91
270,2014,5748.49
270,2015,1531.56
271,2012,625.88
271,2013,2167.65
271,2014,2721
271,2015,2209.78
272,2011,722.87
272,2012,2502.21
272,2013,3063.95
272,2014,5483.02
272,2015,4492.91
273,2009,53.5
273,2010,178.53
273,2011,537.67
273,2012,800.55
273,2013,2444.19
273,2014,4502.09
273,2015,12638.4
274,2006,1899.83
274,2008,2003.61
274,2009,2082.5
274,2010,3072.81
274,2011,559.38
274,2012,3702.11
274,2013,8871.62
274,2014,16415.97
274,2015,34687.44
275,2006,2172.15
275,2007,2073.51
275,2008,2124.27
275,2009,2018.08
275,2010,1963.26
275,2011,3286.19
275,2012,4545.43
275,2013,4864.57
275,2014,9434.66
275,2015,21071.55
276,2000,3833.65
276,2001,4212.32
276,2002,5010.96
276,2003,4110.66
276,2004,4099.94
276,2005,5412.82
276,2006,5652.17
276,2007,3762.01
276,2008,4879.08
276,2009,6717.93
276,2010,7192.87
276,2011,10559.29
276,2012,10606.64
276,2013,10062.14
276,2014,13206.48
276,2015,17240.5
277,2000,3562.74
277,2001,3614.85
277,2002,3617.32
277,2003,3830.09
277,2004,3845.15
277,2005,5902.73
277,2006,4073.84
277,2007,3928.93
277,2008,4910.06
277,2009,4381.87
277,2010,4091.6
277,2011,5327.6
277,2012,6541.37
277,2013,7700.61
277,2014,15056.01
277,2015,25702.56
278,2002,227
278,2005,1605
278,2007,1611.79
278,2008,2492.72
278,2009,1876.22
278,2010,4122.17
278,2011,4204.39
278,2012,5263.31
278,2013,5509.39
278,2014,8576.81
278,2015,13238.8
279,2000,3485.4
279,2001,2746.32
279,2002,5546.51
279,2003,7501.82
279,2004,10309.62
279,2005,8740.69
279,2006,8913.42
279,2007,7699.2
279,2008,8751.13
279,2009,7821.34
279,2010,8082.5
279,2011,8803.52
279,2012,12677.77
279,2013,17173.94
279,2014,31000.14
279,2015,32428.73
280,2000,18113.6
280,2001,20202.93
280,2002,21258.47
280,2003,20079.53
280,2004,19016.22
280,2005,17336.77
280,2006,17171.38
280,2007,17980.8
280,2008,16531.87
280,2009,18183.71
280,2010,24788.21
280,2011,24854.04
280,2012,25706.65
280,2013,27605.22
280,2014,36121.64
280,2015,50528.78
281,2000,1845.81
281,2001,1850.4
281,2002,1782.24
281,2003,1714.13
281,2004,1645.97
281,2005,1577.76
281,2006,1829.66
281,2007,3358.44
281,2008,4032.26
281,2009,4789.5
281,2010,5370.4
281,2011,9139.82
281,2012,10482.9
281,2013,10036.66
281,2014,19286.27
281,2015,19722.74
282,2005,54.51
282,2006,99.6
282,2007,87.67
282,2008,366.64
282,2009,478.93
282,2010,2835.4
282,2011,3311.69
282,2012,3704.07
282,2013,6039.7
282,2014,12691.13
282,2015,14606.36
283,2000,1983.61
283,2001,1958.07
283,2002,8035.41
283,2003,5901.82
283,2004,5915.64
283,2005,5833.5
283,2006,5869.08
283,2007,4525.87
283,2008,5273.14
283,2009,8921.57
283,2010,16119.86
283,2011,19222.85
283,2012,23315.01
283,2013,25035.89
283,2014,47970.07
283,2015,45358.77
284,2000,4993.86
284,2001,4871.49
284,2002,4242.6
284,2003,4903.5
284,2004,5051.73
284,2005,5463.9
284,2006,4436.93
284,2007,5988.62
284,2008,6989.64
284,2009,9241.88
284,2010,15558.81
284,2011,16661.53
284,2012,19824.79
284,2013,16251.71
284,2014,30214.74
284,2015,24435.53
285,2013,362.81
285,2014,782.57
285,2015,4153.34
286,2008,3399.96
286,2009,2737.4
286,2010,2575.36
286,2011,3458.27
286,2012,4786.83
286,2013,4830.74
286,2014,8221
286,2015,19767.16
287,2007,16.62
287,2008,553.81
287,2009,514
287,2010,443.5
287,2011,599.48
287,2012,1046.13
287,2013,2272.28
287,2014,4455.11
287,2015,7919.21
288,2006,2223.25
288,2007,684.05
288,2008,8945.9
288,2009,8257.32
288,2010,8079.94
288,2011,6523.18
288,2012,8475.33
288,2013,9722.16
288,2014,17581.34
288,2015,25095.94
289,2000,644.22
289,2001,921.42
289,2002,2237.06
289,2003,2312.01
289,2004,2436.63
289,2005,2728.02
289,2006,3357.43
289,2007,3633.23
289,2008,17622.85
289,2009,4073.31
289,2010,23719.23
289,2011,21563.72
289,2012,26158.62
289,2013,32659.74
289,2014,34489.56
289,2015,39231.93
290,2010,37.73
290,2012,345.41
290,2013,1133.45
290,2014,1626.32
290,2015,5013.7
291,2003,573.03
291,2009,2910.49
291,2010,2971.72
291,2011,2786.09
291,2012,5092.37
291,2013,7423.24
291,2014,8729.68
291,2015,16424.45
292,2007,625
292,2008,2061.07
292,2009,1958.07
292,2010,2039.71
292,2011,1923.42
292,2012,2300.14
292,2013,2920.9
292,2014,6383.3
292,2015,7665.76
293,2000,1160.79
293,2001,1175.71
293,2002,1132.1
293,2003,1088.49
293,2004,1044.88
293,2005,1001.29
293,2006,957.68
293,2007,8382.4
293,2008,8804.69
293,2009,10162.74
293,2010,10333.15
293,2011,10998.37
293,2012,11005.95
293,2013,12421.8
293,2014,26287.55
293,2015,41313.29
294,2000,1550.25
294,2001,1495.34
294,2002,1532.14
294,2003,1473.68
294,2004,1415.22
294,2005,1356.76
294,2006,3206.21
294,2007,2313.54
294,2008,3565.97
294,2009,2811.03
294,2010,3442.51
294,2011,4349.06
294,2012,4997.44
294,2013,25951.23
294,2014,30657.68
294,2015,49008.27
295,2000,120
295,2002,1085.93
295,2003,984.99
295,2004,946.23
295,2005,907.48
295,2006,1037.74
295,2007,991.22
295,2008,1055.34
295,2009,2474.61
295,2010,2786.77
295,2011,2874.11
295,2012,2800.85
295,2013,2606.06
295,2014,1063.56
295,2015,4383.19
298,2007,2494.07
298,2008,3033.75
298,2010,3282.72
298,2011,4995.22
298,2012,5161.24
298,2013,5295.16
298,2014,6246.16
298,2015,9161.88
299,2007,496.87
299,2008,2115.44
299,2009,2640.09
299,2010,4530.27
299,2011,4460.65
299,2012,5820.03
299,2013,7422.86
299,2014,20486.28
299,2015,26622.08
300,2000,3591.14
300,2001,1992.74
300,2002,1921.07
300,2003,1849.35
300,2004,2125.95
300,2005,3250.01
300,2006,2699.62
300,2007,2981.44
300,2008,3880.72
300,2009,4867.76
300,2010,7296.97
300,2011,8717.06
300,2012,14305.85
300,2013,14676.65
300,2014,38146.68
300,2015,50964.83
301,2000,8820.09
301,2001,8510.31
301,2002,8200.6
301,2003,7890.86
301,2004,7581.14
301,2005,7513.42
301,2006,6961.65
301,2007,24130.33
301,2008,22872.66
301,2009,21499.38
301,2010,20424.08
301,2011,21694.23
301,2012,21931.08
301,2013,21096.44
301,2014,25692.61
301,2015,26211.05
302,2010,93.75
302,2011,919.68
302,2012,4238.37
302,2013,4529.12
302,2014,9409.33
302,2015,13941.92
303,2008,270
303,2010,875.26
303,2011,268.3
303,2012,3209.46
303,2013,4664.44
303,2014,6956.64
303,2015,13009.12
304,2010,512.6
304,2011,400.71
304,2012,883.44
304,2013,257.01
304,2014,2196.56
304,2015,354.67
305,2005,1483.08
305,2006,906.38
305,2007,4451.75
305,2008,5792.16
305,2009,5505.53
305,2010,5802.46
305,2011,6093.98
305,2012,5867
305,2013,5715.73
305,2014,7539.01
305,2015,11143.8
306,2015,10137.16
310,2014,1707.44
310,2015,3218.59
311,2015,822.93
312,2014,186.7
312,2015,4564.82
313,2014,1089.46
313,2015,6542.93
314,2000,377
314,2006,1222.03
314,2007,1234.73
314,2008,2727.61
314,2009,1047.85
314,2010,911.91
314,2011,854.4
314,2012,1705.39
314,2013,2686.52
314,2014,5428.01
314,2015,5048.9
315,2012,320
315,2014,204.47
315,2015,395.94
316,2015,1929.28
317,2009,549.97
317,2010,477.28
317,2011,504.76
317,2012,1503.5
317,2013,2014.23
317,2014,7204.15
317,2015,7946.12
318,2015,1942.46
319,2006,1040.82
319,2007,1935.92
319,2008,2216.21
319,2009,2105.38
319,2010,4679.74
319,2011,4322.57
319,2012,8209.58
319,2013,7092.22
319,2014,7239.96
319,2015,6179.66
320,2013,863.66
320,2014,364.47
320,2015,2716.73
321,2014,729.74
321,2015,1956.76
323,2013,572.85
323,2015,6415.84
325,2004,2176.06
325,2008,1946.16
325,2009,1848.97
325,2010,2275.05
325,2011,4476.32
325,2012,4112.19
325,2013,3752.81
325,2014,4118.97
325,2015,11695.39
326,2010,327.5
326,2011,809.22
326,2012,746.49
326,2013,2162.74
326,2014,3150.61
326,2015,3662.25
329,2000,2848.32
329,2001,2200.18
329,2002,1882.25
329,2003,2468.33
329,2004,2502.79
329,2005,3367.83
329,2006,3260.24
329,2007,3042.38
329,2008,2868.6
329,2009,2817.86
329,2010,2670.4
329,2011,1616.17
329,2012,2103.05
329,2013,2259.47
329,2014,8208.68
329,2015,9024.13
330,2011,1010.26
330,2012,953.6
330,2013,1201.61
330,2014,2838.5
330,2015,7355.64
333,2010,202.02
333,2012,876.58
333,2013,415.16
333,2014,618.99
334,2011,60.73
334,2012,903.29
334,2013,962.02
334,2014,4402.72
334,2015,882.95
336,2010,47.72
336,2011,100.22
336,2012,160.23
336,2013,1062.04
336,2014,767.2
337,2000,113.4
337,2001,356.54
337,2002,344.09
337,2003,331.74
337,2004,319.28
337,2005,306.84
337,2006,294.42
337,2007,281.99
337,2008,269.64
337,2009,257.16
337,2010,6019.7
337,2011,5979.24
337,2012,5812.05
337,2013,5641.37
337,2014,9629.91
337,2015,14316.53
339,2014,2212.91
339,2015,4691.86
344,2008,22.87
344,2012,23.6
344,2013,267.59
344,2015,4419.3
345,2014,347.3
345,2015,222.32
346,2014,660.19
346,2015,619.03
348,2011,2210
348,2013,4946.63
348,2014,5893.6
348,2015,11988.8
349,2014,2782.82
349,2015,7336.9
351,2006,702.29
351,2012,606.21
351,2013,588.97
351,2014,1727.29
351,2015,1831.63
353,2013,1100.3
353,2014,1412.73
